	mean_difference	disparate_impact	Opt_Acc	Priv_Acc	Unpriv_Acc	Priv_True_pos	Priv_False_pos	Unpriv_True_pos	Unpriv_False_pos
0	-0.24120603015075381	0.6444444444444444	0.6809045226130653	0.7160804020100503	0.6457286432160804	0.8944723618090452	0.4623115577889447	0.5829145728643216	0.2914572864321608
1	-0.16582914572864327	0.7747440273037542	0.6608040201005025	0.628140703517588	0.6934673366834171	0.864321608040201	0.6080402010050251	0.7638190954773869	0.3768844221105528
2	-0.0653266331658291	0.9061371841155236	0.6809045226130653	0.678391959798995	0.6834170854271356	0.8743718592964824	0.5175879396984925	0.8140703517587939	0.4472361809045226
3	-0.24120603015075381	0.6307692307692307	0.6683417085427136	0.7160804020100503	0.6206030150753769	0.8693467336683417	0.4371859296482412	0.5326633165829145	0.2914572864321608
4	-0.1256281407035177	0.8245614035087718	0.6733668341708543	0.6331658291457286	0.7135678391959799	0.8492462311557789	0.5829145728643216	0.8040201005025126	0.3768844221105528
5	-0.015075376884422065	0.9772727272727273	0.6959798994974874	0.6909547738693468	0.7010050251256281	0.8542713567839196	0.4723618090452261	0.8492462311557789	0.4472361809045226
6	-0.2939698492462311	0.5698529411764707	0.6545226130653267	0.7110552763819096	0.5979899497487438	0.8944723618090452	0.4723618090452261	0.48743718592964824	0.2914572864321608
7	-0.170854271356784	0.7655172413793102	0.6557788944723618	0.6306532663316583	0.6809045226130653	0.8592964824120602	0.5979899497487438	0.7386934673366834	0.3768844221105528
8	-0.045226130653266305	0.9330855018587361	0.678391959798995	0.6733668341708543	0.6834170854271356	0.8492462311557789	0.5025125628140703	0.8140703517587939	0.4472361809045226
9	-0.24120603015075381	0.6417910447761194	0.6482412060301508	0.6557788944723618	0.6407035175879398	0.8291457286432161	0.5175879396984925	0.5728643216080402	0.2914572864321608
10	-0.12311557788944727	0.8243727598566307	0.6419597989949749	0.5829145728643216	0.7010050251256281	0.7839195979899497	0.6180904522613065	0.7788944723618091	0.3768844221105528
11	-0.042713567839196	0.9372693726937269	0.657035175879397	0.6231155778894473	0.6909547738693468	0.8040201005025126	0.5577889447236181	0.8291457286432161	0.4472361809045226
12	-0.3015075376884422	0.574468085106383	0.6582914572864321	0.7010050251256281	0.6155778894472361	0.9095477386934674	0.507537688442211	0.5226130653266332	0.2914572864321608
13	-0.16834170854271358	0.7721088435374149	0.6545226130653267	0.6155778894472361	0.6934673366834171	0.8542713567839196	0.6231155778894473	0.7638190954773869	0.3768844221105528
14	-0.06783919597989951	0.9018181818181819	0.6846733668341709	0.6934673366834171	0.6758793969849246	0.8844221105527639	0.49748743718592964	0.7989949748743719	0.4472361809045226
15	-0.1959798994974875	0.6941176470588234	0.6834170854271356	0.7135678391959799	0.6532663316582915	0.8542713567839196	0.4271356783919598	0.5979899497487438	0.2914572864321608
16	-0.12814070351758788	0.8191489361702128	0.657035175879397	0.6105527638190955	0.7035175879396985	0.8190954773869347	0.5979899497487438	0.7839195979899497	0.3768844221105528
17	-0.007537688442211032	0.9883268482490273	0.6846733668341709	0.678391959798995	0.6909547738693468	0.8241206030150754	0.46733668341708545	0.8291457286432161	0.4472361809045226
18	-0.26633165829145733	0.6044776119402985	0.6708542713567839	0.7261306532663316	0.6155778894472361	0.8994974874371859	0.4472361809045226	0.5226130653266332	0.2914572864321608
19	-0.1733668341708543	0.7766990291262136	0.6746231155778895	0.6231155778894473	0.7261306532663316	0.8994974874371859	0.6532663316582915	0.8291457286432161	0.3768844221105528
20	-0.03015075376884424	0.956043956043956	0.7085427135678392	0.7085427135678392	0.7085427135678392	0.8944723618090452	0.47738693467336685	0.864321608040201	0.4472361809045226
21	-0.26633165829145733	0.6074074074074074	0.6608040201005025	0.7010050251256281	0.6206030150753769	0.8793969849246231	0.47738693467336685	0.5326633165829145	0.2914572864321608
22	-0.16331658291457296	0.7796610169491525	0.664572864321608	0.628140703517588	0.7010050251256281	0.8693467336683417	0.6130653266331658	0.7788944723618091	0.3768844221105528
23	-0.07286432160804024	0.8964285714285714	0.6771356783919598	0.6708542713567839	0.6834170854271356	0.8743718592964824	0.5326633165829145	0.8140703517587939	0.4472361809045226
24	-0.28391959798994976	0.5949820788530465	0.6545226130653267	0.6834170854271356	0.6256281407035176	0.8844221105527639	0.5175879396984925	0.542713567839196	0.2914572864321608
25	-0.12562814070351758	0.8194945848375451	0.6482412060301508	0.6030150753768844	0.6934673366834171	0.7989949748743719	0.592964824120603	0.7638190954773869	0.3768844221105528
26	-0.055276381909547645	0.9191176470588237	0.6733668341708543	0.6658291457286433	0.6809045226130653	0.8492462311557789	0.5175879396984925	0.8090452261306532	0.4472361809045226
27	-0.23115577889447236	0.6579925650557621	0.6834170854271356	0.7135678391959799	0.6532663316582915	0.8894472361809045	0.4623115577889447	0.5979899497487438	0.2914572864321608
28	-0.16582914572864316	0.7755102040816327	0.6658291457286433	0.635678391959799	0.6959798994974874	0.8743718592964824	0.6030150753768844	0.7688442211055276	0.3768844221105528
29	-0.06281407035175879	0.9087591240875913	0.6821608040201005	0.6859296482412061	0.678391959798995	0.8743718592964824	0.5025125628140703	0.8040201005025126	0.4472361809045226
30	-0.26884422110552764	0.6094890510948905	0.6520100502512562	0.6758793969849246	0.628140703517588	0.864321608040201	0.5125628140703518	0.5477386934673367	0.2914572864321608
31	-0.13567839195979892	0.8050541516245489	0.6381909547738693	0.592964824120603	0.6834170854271356	0.7889447236180904	0.6030150753768844	0.7437185929648241	0.3768844221105528
32	-0.0879396984924623	0.8736462093862816	0.6394472361809045	0.6180904522613065	0.6608040201005025	0.8140703517587939	0.5778894472361809	0.7688442211055276	0.4472361809045226
33	-0.28140703517587945	0.5927272727272727	0.6608040201005025	0.7035175879396985	0.6180904522613065	0.8944723618090452	0.48743718592964824	0.5276381909547738	0.2914572864321608
